Unnamed: 0,tweets,time,language,translated_tweets
1170,Le cyclisme perd un grand fan...«Andy Rihs était un personnage exceptionnel»,2018-04-19 08:38:52+00:00,"((0, 79, 'FRENCH', 'fr'),)",[{'translation_text': 'Cycling loses a big fan...«Andy Rihs was an exceptional character»'}]
1171,Forward2018 pénurie d'informaticiens...l'Etat y travaille dixit PhilippeLeuba. Il faudra aussi que les informaticiens donnent une image sexy de leur job...,2018-04-19 08:36:55+00:00,"((0, 156, 'FRENCH', 'fr'),)",[{'translation_text': 'Forward2018 shortage of computer scientists...the state works there dixitly PhilippeLeuba. It will also be necessary for computer scientists to give a sexy picture of their job...'}]
1173,Forward2018 l'économie des données c'est bien et le GDPR..un magistral coup de frein?,2018-04-19 08:26:35+00:00,"((0, 87, 'FRENCH', 'fr'),)",[{'translation_text': 'Forward2018 data economy is good and the GDPR..a masterly brake?'}]
1174,Forward2018 la digitalisation va créer des emplois je le crois dur commne fer...MAIS...il faut se préparer à s'occuper de ceux qui resteront sur le carreau...innovatoon responsabilite,2018-04-19 08:21:23+00:00,"((0, 186, 'FRENCH', 'fr'),)",[{'translation_text': 'Forward2018 digitalization will create jobs I believe it is hard to commit iron... BUT...we have to prepare to take care of those who will stay on the tile...innovatoon responsibility'}]
1177,Forward2018 c'est parti...,2018-04-19 07:57:25+00:00,"((0, 26, 'Unknown', 'un'),)",NA
1179,"""David est devenu célèbre en terrassant Goliath, mais combiens de ses frères et soeurs sont morts avant lui?""  pragmatique",2018-03-22 18:15:11+00:00,"((0, 125, 'FRENCH', 'fr'),)","[{'translation_text': '""David became famous by terrorizing Goliath, but how many of his brothers and sisters died before him?"" pragmatic'}]"
1180,L'impôt vaudois pas totalement malheureux grâce au quotient familial. Dixit C. Reymond CP fiscalite,2018-03-22 17:10:04+00:00,"((0, 101, 'FRENCH', 'fr'),)",[{'translation_text': 'The Vaud tax is not totally unhappy thanks to the family quotient. Dixit C. Reymond CP fiscalite'}]
1181,PF17 au programme du soir...il faudra sortir de l'impasse swisstech EPFL,2018-03-22 17:01:10+00:00,"((0, 72, 'Unknown', 'un'),)",NA
1182,Mais c'est manifique...,2018-03-07 16:36:29+00:00,"((0, 23, 'Unknown', 'un'),)",NA
1186,Je te laisse un peu de boulot Alberto ;-)...,2018-02-05 10:02:42+00:00,"((0, 44, 'Unknown', 'un'),)",NA
1187,"Ouch...Monsieur  vous faites partie du comité d'initiative? Ou vous avez juste recopié leur flyer pour votre édito? assurancedentaire 

La fracture derrière la facture du dentiste  via",2018-02-05 08:56:42+00:00,"((0, 188, 'FRENCH', 'fr'),)","[{'translation_text': ""Ouch...Sir, are you part of the initiative committee? Or have you just copied their flyer for your editorial?dentary insurance The fracture behind the dentist's bill via""}]"
1188,connaissez-vous les  en Suisse?,2018-01-31 06:38:14+00:00,"((0, 31, 'Unknown', 'un'),)",NA
1190,DVglpCH NoBillag Les vert'libéraux rejettent l'initiative à une écrasante majorité....,2018-01-27 12:42:56+00:00,"((0, 90, 'FRENCH', 'fr'),)",[{'translation_text': 'DVglpCH NoBillag The Liberal Greens reject the initiative by an overwhelming majority....'}]
1192,"DVglpCH Ne faisons pas d'expériences douteuses...la question est claire, lancer un signal en votant OUI c'est du suicide. NON à NoBillag!",2018-01-27 12:33:58+00:00,"((0, 139, 'FRENCH', 'fr'),)","[{'translation_text': ""DVglpCH Let's not do dubious experiments...the question is clear, throwing a signal by voting YES is suicide. NO to NoBillag!""}]"
1194,DVglpCH NoBillag doit être rejeté! Il n'existera plus aucun moyen pour la confédération de subventionner des émissions radio-tv.,2018-01-27 12:27:56+00:00,"((0, 133, 'FRENCH', 'fr'),)",[{'translation_text': 'DVglpCH NoBillag must be rejected! There will no longer be any means for the confederation to subsidize radio-tv broadcasts.'}]
1196,Il est minuit moins 2 ! DoomsdayClock,2018-01-25 16:16:38+00:00,"((0, 37, 'FRENCH', 'fr'),)","[{'translation_text': ""It's midnight minus 2!""}]"
1199,Une action menée par notre collègue  Jean-François Chapuisat!,2018-01-16 15:41:53+00:00,"((0, 64, 'FRENCH', 'fr'),)",[{'translation_text': 'An action led by our colleague Jean-François Chapuisat!'}]
1200,La fin de la redevance c'est la fin d'une couverture raisonnable et équitable de la politique locale. NON à NoBillag,2018-01-15 10:03:26+00:00,"((0, 118, 'FRENCH', 'fr'),)",[{'translation_text': 'The end of the fee is the end of a reasonable and fair coverage of local policy. NO in NoBillag'}]
1201,Ah ta remarque est meilleur que la mienne...je m'incline,2018-01-11 16:39:30+00:00,"((0, 56, 'FRENCH', 'fr'),)","[{'translation_text': 'Ah, your remark is better than mine... I bow'}]"
1202,gastrovaud voudrait bien vous pousser aux excès mais est prêt à vous soigner...c'est ça le message?,2018-01-10 21:02:46+00:00,"((0, 103, 'FRENCH', 'fr'),)","[{'translation_text': ""Gastrovaud would like to push you to excesses but is ready to treat you... that's the message?""}]"
1204,"Si ne pas voter systèmatiquement comme le PS c'est être fluctuant, alors oui nous le sommes!  GCVD",2017-12-13 09:35:36+00:00,"((0, 100, 'FRENCH', 'fr'),)","[{'translation_text': 'If not to vote systematically like the PS is to be fluctuating, then yes we are! GCVD'}]"
1205,"buccodentaire le contre-projet à la poubelle, c'est pas faute d'avoir essayé...GCVD",2017-11-28 14:58:31+00:00,"((0, 85, 'FRENCH', 'fr'),)","[{'translation_text': ""oral counter-project in the trash, it's not for lack of trying...GCVD""}]"
1208,La RIEIII va être appliquée quelque soit le coût. Bien mais il faudra avoir le courage de réduire le poids de l'Etat Budget2018 PVEI,2017-11-23 17:03:01+00:00,"((0, 136, 'FRENCH', 'fr'),)",[{'translation_text': 'The RIEIII will be applied regardless of the cost. Well but you will have to have the courage to reduce the weight of the state Budget2018 PVEI'}]
1209,En même temps c'est leur droit...il faut juste être conscient des conséquences!,2017-11-22 09:50:26+00:00,"((0, 82, 'FRENCH', 'fr'),)","[{'translation_text': ""At the same time it's their right... you just have to be aware of the consequences!""}]"
1210,"Mme Jacques le dit, si on ne passe pas par une crèche on est pas socialisé (aargl...). J'ai mal compris, ou c'est vraiment ce qu'elle a voulu dire? caritas",2017-11-16 17:01:38+00:00,"((0, 157, 'FRENCH', 'fr'),)","[{'translation_text': ""Ms. Jacques says, if you don't go through a crèche you're not socialized (aargl...). I misunderstood, or that's really what she meant? caritas""}]"
1211,"2ème citation du problème buccodentaire par notre Conseiller d'Etat, la suite des débats le préoccupe ? ...caritas",2017-11-16 15:58:36+00:00,"((0, 118, 'FRENCH', 'fr'),)","[{'translation_text': '2nd citation of the oral problem by our State Councillor, the continuation of the debates worries him ? ...caritas'}]"
1212,Est-ce que quelqu'un peut rappeler à cettaons automobilistes qu'il interdit de s'arrêter sur un passage piéton?LCR respect,2017-11-15 16:37:09+00:00,"((0, 125, 'FRENCH', 'fr'),)",[{'translation_text': 'Can anyone remind motorists that they are not allowed to stop at a pedestrian crossing?LCR respect'}]
1213,C'est parfois compliqué avec un pousse trop gros...,2017-11-14 06:17:28+00:00,"((0, 52, 'FRENCH', 'fr'),)","[{'translation_text': ""Sometimes it's complicated with too big a shoot...""}]"
1214,Obstacle à la gare de Cevey...suppressions de trains! Problèmes à. Genève...suppressions de trains! CFF joli début de journée!,2017-11-14 05:44:51+00:00,"((0, 132, 'Unknown', 'un'),)",NA
1215,Rien n'est gratuit...il y a toujours un coût à couvrir!,2017-11-12 14:33:00+00:00,"((0, 57, 'FRENCH', 'fr'),)",[{'translation_text': 'Nothing is free...there is always a cost to cover!'}]
1218,Reprocher à quelqu'un d'avoir suscité des articles de presses pour s'en séparer...c'est un peu faiblard non? LAUSANNE Payot,2017-11-03 10:53:32+00:00,"((0, 126, 'FRENCH', 'fr'),)",[{'translation_text': 'To blame someone for having aroused press articles to separate from them... is it a bit dull? LAUSANNE Payot'}]
1219,GCVD l'après-midi va-t-il être mordant?,2017-10-31 13:31:33+00:00,"((0, 41, 'Unknown', 'un'),)",NA
1221,CFF la correspondance pour Bern qui saute pour 3min de retard! Vous me rappelez la définition de service à la clientèle?,2017-10-17 04:45:35+00:00,"((0, 123, 'FRENCH', 'fr'),)",[{'translation_text': 'SBB correspondence for Bern who jumps for 3min late! Do you remind me of the definition of customer service?'}]
1222,Je ne sais plus si je dois en rire ou en pleurer 99pourcent,2017-10-14 14:55:22+00:00,"((0, 59, 'FRENCH', 'fr'),)","[{'translation_text': ""I don't know if I have to laugh or cry 99 percent""}]"
1223,C'est la reine! Dans un système féodal c'est la meilleure place..,2017-10-06 14:46:40+00:00,"((0, 67, 'FRENCH', 'fr'),)","[{'translation_text': ""It's the queen! In a feudal system it's the best place..""}]"
1224,GC accès gratuit à 10000 ou 30000...on a entendu tous les arguments...on est aux répétitions. Diantre passons au vote!,2017-10-03 08:45:21+00:00,"((0, 122, 'FRENCH', 'fr'),)","[{'translation_text': ""GC free access to 10,000 or 30,000...we heard all the arguments...we're at rehearsals.""}]"
1225,Les Vert’lib veulent que Vaud mise sur la mobilité digitale,2017-10-03 04:41:02+00:00,"((0, 62, 'FRENCH', 'fr'),)",[{'translation_text': 'The Greens want Vaud to focus on digital mobility'}]
1226,La richesse est spontanée...la nouvelle théorie des JUSO,2017-10-01 20:06:06+00:00,"((0, 58, 'FRENCH', 'fr'),)",[{'translation_text': 'Wealth is spontaneous...the new JUSO theory'}]
1230,Situation inquiétante en Allemagne...bundestagswahl2017,2017-09-24 17:09:25+00:00,"((0, 56, 'FRENCH', 'fr'),)",[{'translation_text': 'Disturbing situation in Germany...bundestagswahl2017'}]
1234,Dans le canton de VD la loi en consultation est une catastrophe de protectionnisme...il y a du travail!,2017-09-12 06:57:14+00:00,"((0, 103, 'FRENCH', 'fr'),)",[{'translation_text': 'In the canton of VD the law in consultation is a catastrophe of protectionism... there is work!'}]
1235,Le problème c'est que beaucoup préfèrent parler fatalite plutôt que responsabilite...on est pas sorti de l'auberge!,2017-09-12 06:23:17+00:00,"((0, 119, 'FRENCH', 'fr'),)","[{'translation_text': ""The problem is that many prefer to speak fatality rather than responsibility...we didn't get out of the hostel!""}]"
1237,"LOVD GC, ma première séance de commission à 150...courage!",2017-08-29 14:16:54+00:00,"((0, 61, 'FRENCH', 'fr'),)","[{'translation_text': 'LOVD GC, my first commission session at 150...courage!'}]"
1238,Heureusement que ce n'est pas le mien..accidentPersonne,2017-08-18 15:12:37+00:00,"((0, 55, 'FRENCH', 'fr'),)","[{'translation_text': ""Luckily it's not mine..accidentNobody""}]"
1240,"L'enseignement du numérique à travers les outils, c'est comme étudier la littérature en apprenant la dactylo!",2017-08-16 05:50:35+00:00,"((0, 113, 'FRENCH', 'fr'),)",[{'translation_text': 'Digital teaching through tools is like studying literature by learning typing!'}]
1241,En même temps il n'y a pas de notion communautaire à être blanc!,2017-08-14 04:48:33+00:00,"((0, 67, 'FRENCH', 'fr'),)",[{'translation_text': 'At the same time there is no Community concept to be white!'}]
1242,Bon début de semaine...avec des hypers vieux wagon...moins que normal...déjà plus de place! CFF SBB,2017-07-10 04:34:57+00:00,"((0, 102, 'FRENCH', 'fr'),)",[{'translation_text': 'Good start of week...with super old wagons...less than normal...already more space! SBB SBB SFF'}]
1243,Bon sauf que cela existe déjà en Suisse...j'en ai déjà testé...,2017-06-24 17:41:53+00:00,"((0, 68, 'Unknown', 'un'),)",NA
1245,Et sans l'UDC impossible de gagner...,2017-05-22 03:55:16+00:00,"((0, 37, 'FRENCH', 'fr'),)",[{'translation_text': 'And without the UDC impossible to win...'}]
1246,C'était la seule stratégie pour espérer une victoire...les autres étaient plus fort...félicitations aux élues!,2017-05-21 18:35:35+00:00,"((0, 116, 'FRENCH', 'fr'),)",[{'translation_text': 'It was the only strategy to hope for a victory...the others were stronger...congratulations to the elected ones!'}]
1248,A choisir entre Amarelle et Nicolet...,2017-05-13 16:47:07+00:00,"((0, 38, 'Unknown', 'un'),)",NA
1249,La pluralité au service du canton ou pourquoi glisser le nom de  dans l'urne!  via,2017-05-13 06:35:18+00:00,"((0, 83, 'Unknown', 'un'),)",NA
1252,Moi quand un membre soc demande un factchecking et qu'au même moment il modifie un site pour fabriquer une preuve...je m'étonne!,2017-05-11 19:56:13+00:00,"((0, 130, 'FRENCH', 'fr'),)",[{'translation_text': 'Me when a soccer member asks for a facsimile and at the same time he modifies a site to make proof...I am surprised!'}]
1253,Baisser les impôts des personnes physique...tout le monde est pour...YES...vd2017,2017-05-10 18:42:41+00:00,"((0, 82, 'FRENCH', 'fr'),)",[{'translation_text': 'Lower personal taxes...Everyone is for...YES...vd2017'}]
1254,êtes-vous pour les JO?...et hop que je bottes en touche en parlant de la position du CE.,2017-05-10 18:35:31+00:00,"((0, 89, 'FRENCH', 'fr'),)",[{'translation_text': 'Are you for the Olympics?...and hop that I boots it by talking about the position of the EC.'}]
1257,La gauche veut diminuer les tâches administratives des enseignants...cela fait 20ans qu'ils chargent le bateau. .vert socialiste,2017-05-10 18:17:35+00:00,"((0, 129, 'FRENCH', 'fr'),)","[{'translation_text': ""The left wants to reduce the administrative tasks of the teachers... it's been 20 years that they load the boat. .vert socialist""}]"
1258,Des médiateurs pour régler le problème dans les écoles...ou comment compliquer la situation allianceducentre vd2017,2017-05-10 18:15:19+00:00,"((0, 119, 'FRENCH', 'fr'),)",[{'translation_text': 'Mediators to solve the problem in schools...or how to complicate the situation allianceducbetween vd2017'}]
1260,Les jeunes  interviennent ce soir...BRAVO...,2017-05-08 19:06:24+00:00,"((0, 44, 'FRENCH', 'fr'),)",[{'translation_text': 'The young people are taking part tonight... BRAVO...'}]
1261,SE2050 le danger ce sont les intérêts divergents...on dit oui parceque la transition est nécessaire!,2017-05-08 18:32:26+00:00,"((0, 103, 'FRENCH', 'fr'),)",[{'translation_text': 'SE2050 the danger is the divergent interests...we say yes because the transition is necessary!'}]
1262,"SE2050, la stratégie des opposants... on fait rien et on laisse les suivants régler les problèmes...c'est drôlement responsable!",2017-05-08 18:18:00+00:00,"((0, 132, 'FRENCH', 'fr'),)","[{'translation_text': ""SE2050, the strategy of the opponents... we do nothing and let the next ones solve the problems... it's funnyly responsible!""}]"
1263,"SE2050, les opposants pensent qu'on peut attendre et voir venir...et pourtant Genecand n'est pas vaudois!",2017-05-08 18:12:57+00:00,"((0, 105, 'FRENCH', 'fr'),)","[{'translation_text': 'SE2050, the opponents think we can wait and see coming... and yet Genecand is not voodoo!'}]"
1265,vous êtes pas un peu contradictoire sur ce point?,2017-05-08 18:07:41+00:00,"((0, 50, 'FRENCH', 'fr'),)","[{'translation_text': ""Aren't you a little contradictory about that?""}]"
1266,C'est vrai que d'attendre des solutions techniques...c'est assurer l'approvisionnement!,2017-05-08 18:07:02+00:00,"((0, 87, 'FRENCH', 'fr'),)",[{'translation_text': 'It is true that waiting for technical solutions...is ensuring the supply!'}]
1267,veut attendre ce qui pourrait éventuellement technologiquement nous sauver...ça c'est responsable!,2017-05-08 18:05:47+00:00,"((0, 100, 'FRENCH', 'fr'),)","[{'translation_text': ""wants to wait for what could possibly technologically save us... that's responsible!""}]"
1268,Les  n'ont jamais changé de stratégie...ils appliquent ce qu'ils voulaient au premier tour...,2017-05-07 14:04:48+00:00,"((0, 95, 'FRENCH', 'fr'),)",[{'translation_text': 'They never changed their strategy... they apply what they wanted in the first round...'}]
1269,Je ne suis pas UDC et je combattrai cette initiative!,2017-05-07 10:10:24+00:00,"((0, 53, 'FRENCH', 'fr'),)",[{'translation_text': 'I am not UDC and I will fight this initiative!'}]
1270,Avoir des positions qui dérangent nos adversaires...c'est ça pour vous l'opportunisme?,2017-05-07 08:26:37+00:00,"((0, 88, 'FRENCH', 'fr'),)","[{'translation_text': ""Having positions that disturb our opponents... that's opportunism for you?""}]"
1275,"La décision est assumée, je m'amuse juste d'être constamment poussé de gauche à droite selon des visions extérieurs...",2017-05-02 14:47:09+00:00,"((0, 124, 'FRENCH', 'fr'),)","[{'translation_text': 'The decision is taken, I just have fun being constantly pushed from left to right according to external visions...'}]"
1276,"Les  sont vert'libéraux, la gauche nous place à droite lorsque l'on s'oppose à elle et vice-versa...",2017-05-02 09:46:43+00:00,"((0, 103, 'FRENCH', 'fr'),)","[{'translation_text': 'They are free green, the left places us on the right when one opposes it and vice versa...'}]"
1277,Les  continuent l'aventure avec 7 députés...Bravo à tous...,2017-04-30 21:25:22+00:00,"((0, 62, 'FRENCH', 'fr'),)",[{'translation_text': 'They continue the adventure with 7 MPs...Bravo to all...'}]
1281,durée de la perturbation jusqu'à vendredi! C'est une blague cette semaine de chaos non?,2017-04-25 03:51:50+00:00,"((0, 89, 'FRENCH', 'fr'),)","[{'translation_text': ""It's a joke this week of chaos, isn't it?""}]"
1283,C'est un appel au PLR de me rajouter sur leur liste...rien de plus!,2017-04-16 18:01:16+00:00,"((0, 67, 'FRENCH', 'fr'),)","[{'translation_text': ""It's a call to the PLR to add me to their list...nothing more!""}]"
1284,Comment peut-on affirmer que chauffer l'extérieur est écolo? nomaisalloquoi,2017-04-06 06:14:01+00:00,"((0, 77, 'FRENCH', 'fr'),)",[{'translation_text': 'How can we say that outdoor heating is eco-friendly? nomaisalgoquoi'}]
1285,"Des bottes de foin et des affiches brûlées, qui a peur des  et de leurs alliés morgiens   VD2017.",2017-04-04 07:08:57+00:00,"((0, 100, 'FRENCH', 'fr'),)","[{'translation_text': 'Hay boots and burnt posters, who are afraid of the and their Morgian allies VD2017.'}]"
1286,Encore 4 semaines d'aventures et de rencontres...à fond et avec plaisir! vd2017,2017-04-01 18:22:40+00:00,"((0, 80, 'FRENCH', 'fr'),)",[{'translation_text': 'Another 4 weeks of adventures and encounters...in full and with pleasure! vd2017'}]
1287,Ce soir débat en direct sur  je serai présent sur deux thèmes! VD2017,2017-03-29 09:47:48+00:00,"((0, 72, 'FRENCH', 'fr'),)",[{'translation_text': 'Tonight live debate on I will be present on two themes! VD2017'}]
1288,Donc la critique est interdite...,2017-03-23 19:32:12+00:00,"((0, 33, 'Unknown', 'un'),)",NA
1289,Bon cette fois je le fais pour la gauche de la gauche...pffff...vd2017,2017-03-23 19:21:00+00:00,"((0, 70, 'Unknown', 'un'),)",NA
1291,vd2017 L'école...on est parti dans un débat pointu...il faut redonner confiance et se rapprocher du terrain,2017-03-23 19:13:26+00:00,"((0, 109, 'FRENCH', 'fr'),)",[{'translation_text': 'vd2017 The school... we went into a sharp debate... we need to restore confidence and get closer to the ground'}]
1292,Dire que le vélo électrique amène du danger...c'est pas un peu étrange Monsieur Ming? vd2017,2017-03-23 19:03:04+00:00,"((0, 96, 'FRENCH', 'fr'),)","[{'translation_text': ""Saying that the electric bike brings danger... isn't it a little strange Mr. Ming? vd2017""}]"
1294,alliance centriste du chablais en fait!,2017-03-23 18:46:32+00:00,"((0, 39, 'Unknown', 'un'),)",NA
1295,vd2017 faut-il vraiment opposer mobilité individuelle et collective...les  ne le font pas!,2017-03-23 18:44:48+00:00,"((0, 91, 'FRENCH', 'fr'),)","[{'translation_text': ""vd2017 should we really oppose individual and collective mobility...they don't do it!""}]"
1296,non c'est bien ce qui a été dit une  petite erreur de l'orateur...,2017-03-23 18:42:52+00:00,"((0, 68, 'FRENCH', 'fr'),)","[{'translation_text': ""No, that's what has been said a little mistake from the speaker...""}]"
1297,je crois que c'est exogène qu'il fallait comprendre!,2017-03-23 18:37:54+00:00,"((0, 53, 'FRENCH', 'fr'),)","[{'translation_text': ""I think it's exogenous to understand!""}]"
1298,vd2017 nationalistes suisses...pffff...,2017-03-23 18:35:13+00:00,"((0, 39, 'Unknown', 'un'),)",NA
1299,il y a une liste de l'alliance du centre dans le Chablais ?,2017-03-23 18:33:29+00:00,"((0, 59, 'Unknown', 'un'),)",NA
1300,Mais comment faire de manière pratique?,2017-03-23 18:29:22+00:00,"((0, 40, 'FRENCH', 'fr'),)",[{'translation_text': 'But how can we do it in a practical way?'}]
1302,vd2017 riviera la densification c'est trouver un concensus,2017-03-23 18:23:12+00:00,"((0, 58, 'FRENCH', 'fr'),)",[{'translation_text': 'vd2017 riviera the densification is to find a concensus'}]
1303,vd2017 riviera limiter la progression démographique...propositon de vaudlibre...mais on fait comment?,2017-03-23 18:17:57+00:00,"((0, 102, 'Unknown', 'un'),)",NA
1304,vd2017 riviera densité il faut déterminer ce que c'est...,2017-03-23 18:11:36+00:00,"((0, 59, 'FRENCH', 'fr'),)",[{'translation_text': 'vd2017 riviera density it is necessary to determine what it is...'}]
1305,En préparation vd2017 riviera,2017-03-23 17:57:33+00:00,"((0, 30, 'Unknown', 'un'),)",NA
1307,"L'arrosoir n'est pas un outil de bon sens, ce sera difficile à expliquer au peuple!",2017-03-17 07:52:39+00:00,"((0, 84, 'FRENCH', 'fr'),)","[{'translation_text': 'Watering is not a tool of common sense, it will be difficult to explain to the people!'}]"
1309,Séance dédicace...5000...je vais pas y arriver d'un coup VD2017,2017-02-25 17:41:45+00:00,"((0, 65, 'Unknown', 'un'),)",NA
1310,Circulez il n'y a rien à voir...,2017-02-16 15:50:50+00:00,"((0, 33, 'Unknown', 'un'),)",NA
1313,Bonne nouvelle...,2017-01-25 18:22:58+00:00,"((0, 17, 'Unknown', 'un'),)",NA
1316,ce n'est pas le téveil vaudois...l'UDC a refusé que les Vert'libéraux soient dans l'alliance et cela aurait été gagnant...,2017-01-18 19:56:38+00:00,"((0, 127, 'FRENCH', 'fr'),)","[{'translation_text': ""It's not the voodoo awakening... the UDC refused to let the Liberal Greens be in the alliance and it would have been winning...""}]"
1318,"Le prix de la mobilité en fonction du salaire...quelle idée surprenante...retour du communisme?
 via",2017-01-11 12:55:38+00:00,"((0, 102, 'FRENCH', 'fr'),)",[{'translation_text': 'The price of mobility according to salary... what surprising idea...back from communism? via'}]
1319,"Eh bien cela promet...plus de religion, moins de compromis...on avance quoi...",2017-01-06 15:46:29+00:00,"((0, 78, 'FRENCH', 'fr'),)","[{'translation_text': 'Well, it promises... more religion, less compromise...'}]"
1324,Surprenant non? sortiedunucleaire,2016-12-21 07:03:37+00:00,"((0, 33, 'Unknown', 'un'),)",NA
1325,trop tard le mot d'ordre est déjà donné...,2016-12-21 06:55:06+00:00,"((0, 45, 'FRENCH', 'fr'),)",[{'translation_text': 'Too late the slogan is already given...'}]
1326,"Guerre de religion...sur ce coup les  sont à droite, n'en déplaise à certains!",2016-12-21 06:51:57+00:00,"((0, 81, 'FRENCH', 'fr'),)","[{'translation_text': 'Religious war... on this occasion they are on the right, do not dislike some!'}]"
1327,Ah...pourtant le paquet vaudois sera remis en question si la RIE3 fédérale st rejetée!,2016-12-21 06:18:14+00:00,"((0, 89, 'Unknown', 'un'),)",NA
1329,Grrr...,2016-12-15 07:22:01+00:00,"((0, 7, 'Unknown', 'un'),)",NA
1330,Et les exploitant ils vont demander un soutient financier? Beznau Gösgen,2016-12-13 15:40:01+00:00,"((0, 73, 'FRENCH', 'fr'),)",[{'translation_text': 'And the operators are going to ask for financial support? Beznau Gösgen'}]
1333,avec un risque certain de casser le marché du travail...cela permet à l'économie d'offrir des services sans valeur ajoutée...,2016-12-07 13:17:01+00:00,"((0, 129, 'FRENCH', 'fr'),)",[{'translation_text': 'with a certain risk of breaking the labour market...it allows the economy to offer services without added value...'}]
1334,"Portier...débarasseur de table...garçon d'assensceur, ces jobs existent encore à Berlin...il font comment pour financer?",2016-12-07 11:42:27+00:00,"((0, 123, 'FRENCH', 'fr'),)","[{'translation_text': 'Porter...table debarrier...sensor boy, these jobs still exist in Berlin... how do they finance?'}]"
1336,"Pour les amoureux du scripting on peux faire autre chose que python...Arcade,  esri,  Devsummit",2016-12-06 12:01:49+00:00,"((0, 95, 'FRENCH', 'fr'),)","[{'translation_text': 'For lovers of scripting we can do something other than python...Arcade, esri, Devsummit'}]"
1339,Bon l'artillerie a commencé à tirer sur la stratégieenergétique2050! le repos aura été court avant de devoir repartir au combat...,2016-11-30 06:48:37+00:00,"((0, 136, 'FRENCH', 'fr'),)",[{'translation_text': 'Well the artillery started to fire on the energy strategy2050!The rest will have been short before having to go back to combat...'}]
1341,Une dizaine d'employés CFF confortablement assis en 1ère alors que des clients sont debout...normal?,2016-11-29 16:19:27+00:00,"((0, 102, 'FRENCH', 'fr'),)",[{'translation_text': 'About ten SBB employees comfortably sitting first while customers are standing...normal?'}]
1345,Ce soir LHC-SCB de quoi se changer les idées,2016-10-28 16:51:45+00:00,"((0, 45, 'FRENCH', 'fr'),)",[{'translation_text': 'Tonight LHC-SCB can change ideas'}]
1346,Joli...sortiedunucleaire,2016-10-25 05:39:03+00:00,"((0, 24, 'Unknown', 'un'),)",NA
1347,Aujourd'hui commence notre campagne pour la sortie programmée du nucléaire. Aidez-nous à gagner la votation !,2016-10-05 09:00:03+00:00,"((0, 112, 'FRENCH', 'fr'),)",[{'translation_text': 'Today begins our campaign for the scheduled release of nuclear power. Help us win the vote!'}]
1349,Satisfait que ma commune d'origine ait dit oui à economieverte corcellesconcise,2016-09-26 04:16:29+00:00,"((0, 80, 'Unknown', 'un'),)",NA
1351,La taxe co2 n'est pas tabou chez les électriciens...on ne les a pas entendu sur TVATE...,2016-09-21 16:29:36+00:00,"((0, 89, 'FRENCH', 'fr'),)","[{'translation_text': ""The co2 tax is not taboo among electricians...we didn't hear them on TVATE...""}]"
1352,SIG GE plutôt en avance sur le renouvelable...pas étonnant CP electricite SIG,2016-09-21 16:26:31+00:00,"((0, 79, 'FRENCH', 'fr'),)",[{'translation_text': 'GE SIG rather ahead of the renewable... no wonder CP electricite SIG'}]
1354,L'avantage d'avoir les votations derrière nous? Nous en aurons fini avec les inepties des opposants à economieverte...,2016-09-13 17:10:37+00:00,"((0, 120, 'FRENCH', 'fr'),)",[{'translation_text': 'The advantage of having the votes behind us? We will be done with the inepties of the opponents of economicsvert...'}]
1357,"l'UDC ignore l'initiative des alpes, 22 ans que la volonté du peuple est bafouée, faites ce que je dis...",2016-09-05 06:24:59+00:00,"((0, 107, 'FRENCH', 'fr'),)","[{'translation_text': 'The UDC ignores the Alps initiative, 22 years that the will of the people is being flouted, do what I say...'}]"
1358,Isabelle sur franceinfo pour parler transition énergétique au tdf,2016-07-20 13:04:47+00:00,"((0, 67, 'FRENCH', 'fr'),)",[{'translation_text': 'Isabelle on franceinfo to talk about energy transition to tdf'}]
1362,Brexit L'Europe a encore beaucoup à apprendre!,2016-06-24 05:18:27+00:00,"((0, 47, 'FRENCH', 'fr'),)",[{'translation_text': 'Brexit Europe still has a lot to learn!'}]
1363,Brexit Encore une fois cela démontre qu'il est important que le peuple adhère à la vision politique de ses dirigeant.,2016-06-24 05:18:19+00:00,"((0, 120, 'FRENCH', 'fr'),)",[{'translation_text': 'Brexit This once again demonstrates that it is important for the people to adhere to the political vision of their leaders.'}]
1366,Un projet éolien soutenu grati et les mots d'ordre des  suivis...pas mal comme week-end!,2016-06-05 13:36:16+00:00,"((0, 89, 'FRENCH', 'fr'),)",[{'translation_text': 'A sustained grati wind project and the watchwords...not bad like weekend!'}]
1367,Bonne nouvelle...Oui aux éoliennes à Sur Grati,2016-06-05 11:17:56+00:00,"((0, 48, 'FRENCH', 'fr'),)",[{'translation_text': 'Good news...Yes to the wind turbines in Sur Grati'}]
1369,Est-ce bien ce que l'on désire?,2016-06-02 17:18:21+00:00,"((0, 32, 'Unknown', 'un'),)",NA
1370,Mais pourquoi Quartz invalide de manière sporadique mon Trigger en mettant un statut sur Error sans rien dire à personne...scramble,2016-05-20 19:30:16+00:00,"((0, 133, 'FRENCH', 'fr'),)",[{'translation_text': 'But why Quartz sporadically invalidate my Trigger by putting a status on Error without saying anything to anyone...scramble'}]
1372,je ne leur ai jamais reproché l'éducation que j'ai reçue...j'en ai une et j'arrive a vivre avec c'est pas mal...,2016-05-20 18:49:57+00:00,"((0, 115, 'FRENCH', 'fr'),)",[{'translation_text': 'I never blamed them for the education I received... I have one and I can live with it a lot...'}]
