,tweets,time,language,translated_tweets
1044,Mitten in der grössten Krise seit dem 2. Weltkrieg will der Bundesrat den UNO-Migrationspakt unterzeichnen - wir müssen diesen Irrlauf stoppen!,2021-02-03 10:49:57+00:00,"((0, 145, 'GERMAN', 'de'),)","In the middle of the biggest crisis since World War II, the Federal Council wants to sign the UN migration pact - we have to stop this error!"
1045,Das Bild stammt ja wohl kaum aus der Schweiz ....,2021-02-02 11:24:42+00:00,"((0, 49, 'GERMAN', 'de'),)",The picture is hardly from Switzerland ....
1046,"Woher wissen Sie, wo ich war?",2021-02-01 21:46:19+00:00,"((0, 29, 'GERMAN', 'de'),)",How do you know where I was?
1047,"Könnte es sein, dass er das Bild zugespielt erhalten hat?",2021-02-01 21:43:26+00:00,"((0, 58, 'GERMAN', 'de'),)",Could it be that he got the picture played?
1048,"Montagmorgen in Zürich - aber Hauptsache, die Restaurants und Läden sind geschlossen! Ein übles Spiel, welches unser Bundesrat mit seinen willfährigen linken und pseudobürgerlichen Verbündeten da treibt!",2021-02-01 09:22:38+00:00,"((0, 209, 'GERMAN', 'de'),)","Monday morning in Zurich - but the main thing is that the restaurants and shops are closed! A bad game, which our Federal Council with its willing left and pseudo-bourgeois allies drives there!"
1049,"Bitte informieren Sie sich doch zuerst, bevor Sie solchen Unsinn schreiben!",2021-02-01 09:21:23+00:00,"((0, 75, 'GERMAN', 'de'),)",Please inform yourself first before you write such nonsense!
1050,"Ach Gerhard ... im Grunde wärst Du so ein netter Kerl - aber „SVP“ löst bei Dir einfach unsägliche Reaktionen aus ... ist aber eigentlich verständlich, wenn man die katholische SP (neu „Mitte“ genannt) führen muss!",2021-01-31 19:37:50+00:00,"((0, 227, 'GERMAN', 'de'),)","Oh Gerhard ... basically you would be such a nice guy - but ""SVP"" simply triggers unspeakable reactions with you ... but is actually understandable if you have to lead the Catholic SP (newly called ""Mitte""!)!"
1051,"Ach Gerhard ... im Grunde wärst Du so ein netter Kerl - aber „SVP“ löst bei Dir einfach unsägliche Reaktionen aus ... ist aber eigentlich verständlich, wenn man die katholische SP (neu „Mitte“ genannt) führen muss!",2021-01-31 19:37:02+00:00,"((0, 227, 'GERMAN', 'de'),)","Oh Gerhard ... basically you would be such a nice guy - but ""SVP"" simply triggers unspeakable reactions with you ... but is actually understandable if you have to lead the Catholic SP (newly called ""Mitte""!)!"
1052,"Es ist schier unglaublich, wie linksverblendete Twitterer hier alles ins Gegenteil verkehren können ...",2021-01-28 13:01:18+00:00,"((0, 104, 'GERMAN', 'de'),)",It's almost incredible how left-over Twitterers can turn everything into the opposite ...
1053,Diese Zahl ist nun aber doch ein bisschen übertrieben,2021-01-27 10:37:48+00:00,"((0, 54, 'GERMAN', 'de'),)",But this number is now a bit exaggerated
1054,"meinte noch unlängst, wir sollten uns Portugal zum Vorbild nehmen ... heute hat Portugal die höchsten Zahl Infizierter der Welt ...",2021-01-25 20:07:48+00:00,"((0, 133, 'GERMAN', 'de'),)",recently said that we should take Portugal as our model ... today Portugal has the highest number of infected people in the world ...
1055,"Ponte Tresa heute früh: Alles Grenzgänger, von Italien kommend...

Aber Hauptsache, wir schliessen Läden und Restaurants und verordnen Lockdown und Homeoffice ...",2021-01-19 08:17:21+00:00,"((0, 165, 'GERMAN', 'de'),)",Ponte Tresa this morning: all border crossings coming from Italy... But the main thing is we close shops and restaurants and order lockdown and home office ...
1056,"Nein, für unsere Aufwendungen kommen wir immer noch selber auf!",2021-01-15 06:57:24+00:00,"((0, 64, 'GERMAN', 'de'),)","No, we still pay for our expenses ourselves!"
1057,... und die Rückzahlung ?,2021-01-14 13:20:38+00:00,"((0, 26, 'GERMAN', 'de'),)",... and the repayment ?
1058,Was wollen Sie damit sagen?,2021-01-13 15:53:15+00:00,"((0, 27, 'GERMAN', 'de'),)",What are you saying?
1059,Fast noch schlimmer sind die Regierungsräte an der Medienkonferenz ... ist das unsere Elite in den Kantonen?,2021-01-13 15:31:22+00:00,"((0, 109, 'GERMAN', 'de'),)",Almost worse are the government councils at the media conference ... is that our elite in the cantons?
1060,Fast noch schlimmer sind die Regierungsräte an der Medienkonferenz ... ist das unsere Elite in den Kantonen?,2021-01-13 15:30:35+00:00,"((0, 109, 'GERMAN', 'de'),)",Almost worse are the government councils at the media conference ... is that our elite in the cantons?
1061,"Schon mal aufgefallen, dass die am lautesten nach Massnahmen schreien, die für die Folgen nie bezahlen werden müssen?",2021-01-13 14:08:28+00:00,"((0, 119, 'GERMAN', 'de'),)",Have you ever noticed that the loudest scream for measures that will never have to pay for the consequences?
1062,Wenn es Sie linksversiffter Ex-Junkie glücklich macht ...,2021-01-11 20:19:58+00:00,"((0, 58, 'GERMAN', 'de'),)",If it makes you left-handed ex-junkie happy...
1063,"Wenn die FDP-Bundesräte nach links kippen, können unsere beiden Bundesräte nichts ausrichten ...",2021-01-05 10:56:20+00:00,"((0, 99, 'GERMAN', 'de'),)","If the FDP Federal Councils tip to the left, our two Federal Councils can do nothing ..."
1064,"Im Aargau haben mehr Leute Komorbiditäten, (also nebst Corona noch mindestens eine weitere Erkrankung) als überhaupt gestorben sind ... 

Quelle: Wöchentlicher Situationsbericht Regierungsrat Aargau",2021-01-04 11:30:33+00:00,"((0, 201, 'GERMAN', 'de'),)","In the Aargau more people have comorbidities, (i.e., besides Corona at least one more disease) than ever died ... Source: Weekly situation report Government Councillor Aargau"
1065,BS? Recht und Ordnung in diesem linksdurchseuchten Stadtkanton? Ihr Ernst?,2020-12-30 19:55:06+00:00,"((0, 74, 'GERMAN', 'de'),)","BS, law and order in this left-fed city canton, you're serious?"
1066,Aber offensichtlich ein Ungebildeter ... vermutlich ein Opfer des Lockdowns,2020-12-30 19:52:55+00:00,"((0, 75, 'GERMAN', 'de'),)",But obviously an uneducated one... probably a victim of the lockdown
1067,Und Ihre mangelnde Rechtschreibung ist auch die Schuld der SVP?,2020-12-30 19:19:47+00:00,"((0, 63, 'GERMAN', 'de'),)",And your lack of spelling is also the fault of the SVP?
1068,"Sehr geehrter Herr Zumbühl - besten Dank für den Hinweis - es ist mir leider nicht bekannt, woher der Ersteller der Homepage Ihr Bild hat ... auf gar keinen Fall beabsichtigten wir, Ihre Bildrechte zu verletzen! Das Bild wird in den nächsten Tagen ausgetauscht! Beste Grüsse",2020-12-28 06:31:04+00:00,"((0, 278, 'GERMAN', 'de'),)",Dear Mr. Zumbühl - thank you very much for the note - it is unfortunately not known where the creator of the homepage has your picture ... in no case did we intend to violate your image rights! The picture will be exchanged in the next few days! Best regards
1069,"Hätte unsere Vorfahren eine ähnliche Denkweise an den Tag gelegt, wären wir heute wohl Österreicher ...",2020-12-26 13:03:23+00:00,"((0, 107, 'GERMAN', 'de'),)","If our ancestors had shown a similar way of thinking, we would probably be Austrians today ..."
1070,"Können Sie auch mit vollem Namen hinstehen, statt hier anonym solchen Schrott abzusondern?",2020-12-26 08:54:02+00:00,"((0, 91, 'GERMAN', 'de'),)",Can you stand there with full names instead of being anonymously secreting such junk?
1071,"Nach Brexit-Deal: Der Bundesrat muss nachverhandeln - aber nicht wieder wachsweiche Unterhändler schicken! Bislang haben wir ja Vegetarier gesandt, die den Metzgermeisterverband hätten vertreten sollen ...",2020-12-26 08:53:07+00:00,"((0, 207, 'GERMAN', 'de'),)",To Brexit deal: The Federal Council must renegotiate - but not send again waxy negotiators! So far we have sent vegetarians who should have represented the Metzgermeisterverband ...
1072,Allerdings spart Grossbritannien direkt über 19 Mia Euro jährlich - ganz abgesehen von den Sozialkosten für die Zuwanderer ...,2020-12-25 15:29:27+00:00,"((0, 129, 'GERMAN', 'de'),)","However, Britain saves directly over 19 billion euros per year - apart from the social costs for immigrants ..."
1073,Verwirrung um Corona-Foto: Hat Berset Puppen besucht? BLICK klärt auf!,2020-12-20 18:54:46+00:00,"((0, 71, 'GERMAN', 'de'),)",Confusion about Corona photo: Has Berset visited dolls?
1074,Selbstverständlich wäre ich auch davon ausgegangen - aber die Bildlegende des Blick war leider anders ...,2020-12-20 16:57:09+00:00,"((0, 107, 'GERMAN', 'de'),)",Of course I would have assumed - but the image legend of the look was unfortunately different ...
1075,Selbstverständlich habe ich zuerst nachgefragt - sogar beim Chefredaktor höchstpersönlich!,2020-12-20 14:52:47+00:00,"((0, 93, 'GERMAN', 'de'),)",Of course I asked first - even at the editor-in-chief himself!
1076,Meine Korrespondenz mit dem Chefredakteur des BLICK,2020-12-17 18:56:43+00:00,"((0, 51, 'GERMAN', 'de'),)",My correspondence with the editor-in-chief of BLICK
1077,"Herzlichen Dank, mein lieber Damian - aber die deutsche Bildlegende beim  lautet leider anders ...",2020-12-17 09:59:41+00:00,"((0, 98, 'GERMAN', 'de'),)","Thank you very much, my dear Damian - but the German picture legend at the is unfortunately different ..."
1078,Und wieso steht eine andere Bildlegende?,2020-12-17 09:58:17+00:00,"((0, 40, 'GERMAN', 'de'),)",And why is there another image legend?
1079,Man beachte die Bildlegende ...,2020-12-17 09:53:44+00:00,"((0, 31, 'GERMAN', 'de'),)",Note the image legend ...
1080,"Was läuft hier falsch? In den Betten liegen keine Patienten, sondern Puppen!",2020-12-17 09:36:55+00:00,"((0, 77, 'GERMAN', 'de'),)","What's wrong? There's no patients in the beds, they're dolls!"
1081,Haben Sie bitte auch noch eine seriösere Quelle als die süddeutsche Prawda?,2020-12-17 08:59:13+00:00,"((0, 77, 'GERMAN', 'de'),)",Do you have a more serious source than the South German Prawda?
1082,Funktioniert auch bei Coca-Cola - selber getestet ...,2020-12-17 08:01:42+00:00,"((0, 53, 'GERMAN', 'de'),)",Works also with Coca-Cola - tested yourself ...
1083,Wo sind bloss die normalen Grippefälle geblieben?,2020-12-16 17:04:26+00:00,"((0, 50, 'GERMAN', 'de'),)",Where are the normal flu cases?
1084,Also Gespräche mit Komma-Patienten verrechnen ist für Sie in Ordnung?,2020-12-16 11:58:44+00:00,"((0, 71, 'GERMAN', 'de'),)",So talking to comma patients is okay for you?
1085,"Unglaubliche Betrügereien beim USZ! Statt Pressekonferenzen abhalten, würde der Direktor des  wohl besser seinen Stall ausmisten!",2020-12-15 17:14:13+00:00,"((0, 131, 'GERMAN', 'de'),)","Unbelievable scams at the USZ! Instead of holding press conferences, the director of the probably better cut out his stable!"
1086,Eine unglaubliche Kakophonie - Glaubwürdigkeit geht anders!   Wer stoppt die Selbstdarsteller der Covid-Taskforce?,2020-12-15 17:09:03+00:00,"((0, 115, 'GERMAN', 'de'),)",An incredible cacophony - credibility goes differently! Who stops the self-actors of the Covid task force?
1087,"Was nützt eine bürgerliche Regierung, wenn die FDP-Regierer dauernd nach links kippen? Die gleiche Situation ist im Parlament ...",2020-12-14 13:14:32+00:00,"((0, 131, 'GERMAN', 'de'),)",What good is a bourgeois government if the FDP rulers constantly tilt to the left? The same situation is in parliament ...
1088,Wie soll ein Linker das verstehen?,2020-12-13 20:05:29+00:00,"((0, 34, 'GERMAN', 'de'),)",How is a lefter supposed to understand this?
1089,"Und dann wieder Unterstützung für das Gewerbe heucheln ... die katholische SP fährt mal wieder Slalom und hechelt Berset, Wermuth und Co. hinterher ...",2020-12-11 16:01:59+00:00,"((0, 154, 'GERMAN', 'de'),)","And then again support for the trade hypocrites ... the Catholic SP drives slalom again and heeds Berset, Wermuth and Co. ..."
1090,"Sicher nicht - unsere beiden Bundesräte haben Werte, einen Kompass und gesunden Menschenverstand!",2020-12-11 15:46:35+00:00,"((0, 98, 'GERMAN', 'de'),)","Certainly not - our two Federal Councils have values, a compass and common sense!"
1091,Nach dem Todesurteil für unsere Gaststätten und viele Läden stellt sich die Frage: Welches der beiden FDP-Regierungsmitglieder ist nach links gekippt? Oder waren es gar beide?,2020-12-11 14:42:35+00:00,"((0, 178, 'GERMAN', 'de'),)","After the death sentence for our restaurants and many shops, the question arises: Which of the two FDP government members has tipped to the left? Or were they both?"
1092,"Meine Aussage war: Es wird immer teurer, dümmer zu werden!",2020-12-11 05:57:54+00:00,"((0, 59, 'GERMAN', 'de'),)",My statement was: It is getting more and more expensive to become dumber!
1093,Der Ständerat wird dies korrigieren!,2020-12-10 19:41:25+00:00,"((0, 37, 'GERMAN', 'de'),)",The Council of States will correct this!
1094,Meine Antwort auf Reda El Arbis Artikel auf   - lesen Sie die wahren Beweggründe von  der Linken und der grünlackierten Linken ...,2020-12-10 19:40:13+00:00,"((0, 132, 'GERMAN', 'de'),)",My answer to Reda El Arbis article on - read the true motives of the left and the green-painted left ...
1095,Bei Reda El Arbi‘s Register reichen die 140 Zeichen wohl nicht aus,2020-12-04 11:59:23+00:00,"((0, 68, 'GERMAN', 'de'),)",With Reda El Arbi's register the 140 characters are probably not enough
1096,Wer von uns beiden hat die Kommentarfunktion bei  ausgeschaltet?,2020-12-04 11:32:49+00:00,"((0, 64, 'GERMAN', 'de'),)",Which one of us turned off the comment function?
1097,Und Sie wohl Rechtschreibekönig des Jahres ...,2020-12-04 11:31:16+00:00,"((0, 47, 'GERMAN', 'de'),)",And you must be spelling king of the year...
1098,"Sensationell, wie frei Sie zu interpretieren belieben ...",2020-12-04 07:26:53+00:00,"((0, 57, 'GERMAN', 'de'),)","Sensational, how free you like to interpret ..."
1099,"Aber um noch etwas Positives zu sagen: Schön, dass Sie schon wach sind - ist bei Vertretern Ihres Gedankenguts eher selten ...",2020-12-04 06:07:26+00:00,"((0, 127, 'GERMAN', 'de'),)",But to say something positive: It's nice that you're already awake - it's rather rare with representatives of your thoughts ...
1100,"Also auf „SVP-ler“ welche Sie als Freund haben, können wir gut verzichten!",2020-12-04 06:05:08+00:00,"((0, 79, 'GERMAN', 'de'),)","So we can do without the ""SVP-ler"" you have as a friend!"
1101,"Angesichts der Kommentare wurde mein Beitrag gelesen. Ok, das ist bei Ihnen jetzt nicht messbar, da Sie die Kommentarfunktion gleich selbst ausgeschaltet haben, was an Peinlichkeit nicht zu überbieten ist!",2020-12-04 06:03:07+00:00,"((0, 206, 'GERMAN', 'de'),)","In view of the comments, my post has been read. Ok, this is not measurable with you now, since you have turned off the comment function yourself, which is not to be surpassed in embarrassment!"
1102,"... oh Gott, der Frust über die gelungene Replik scheint tief zu sitzen ... Sie beginnen offensichtlich zu phantasieren ...",2020-12-03 22:12:46+00:00,"((0, 124, 'GERMAN', 'de'),)","... oh God, the frustration over the successful replica seems to sit deep ... you are obviously beginning to fantasize ..."
1103,Liebe Frau Jansen ... JUSO‘s huldigen noch immer dem Sozialismus - „dank“  dieses Regimes starben über 100 Millionen Menschen ...,2020-12-03 20:51:23+00:00,"((0, 136, 'GERMAN', 'de'),)","Dear Mrs. Jansen ... JUSO\'s still pay homage to socialism - ""thanks to this regime, more than 100 million people died ..."
1104,"Und für die ewigen Stänkerer, Zweifler und Quellenfrögli .... hier das Bild der Abstimmung",2020-12-03 16:31:56+00:00,"((0, 93, 'GERMAN', 'de'),)","And for the eternal stanchions, doubters and fountains .... here is the picture of the vote"
1105,Dem ist nichts beizufügen ...,2020-12-03 13:27:51+00:00,"((0, 30, 'GERMAN', 'de'),)",There's nothing to add to that...
1106,"Was für ein Zufall ... ausgerechnet Nigerianer ... Und da wollen die Linken, dass die Polizei nach Eskimos fahndet .... 

Kapo Zürich sprengt nigerianischen Drogen-Ring: 200 Verhaftungen, 115 Kilo Koks beschlagnahmt und 850'000 Fr sicher gestellt",2020-12-03 12:09:02+00:00,"((0, 248, 'GERMAN', 'de'),)","What a coincidence ... of all Nigerians ... And there the left want the police to search for Eskimos .... Kapo Zurich blows up Nigerian drug ring: 200 arrests, 115 kilos of coke confiscated and 850'000 Fr secured"
1107,"So, liebe Gewerbler - falls Ihr meint, dass sich Badran, Wermuth und Co. tatsächlich für Euch einsetzen ... schon hier sind wieder alle Sozialisten und zugewandten Orte (Grüne, Grünliberale) für weitere Verschärfungen!",2020-12-03 09:23:01+00:00,"((0, 224, 'GERMAN', 'de'),)","So, dear Gewerbler - if you think that Badran, Wermuth and Co. are actually working for you ... already here are again all socialists and turned places (green, green liberals) for further tightening!"
1108,Nochmals: Stehen Sie endlich mit Ihrem bürgerlichen Namen hin!,2020-12-02 19:28:55+00:00,"((0, 63, 'GERMAN', 'de'),)","Once again, stand up with your bourgeois name!"
1109,"Mein Vater hätte es weiterziehen können - aber seine Enttäuschung, nach soooo vielen Jahren braven Bezahlens der Steuern (somit krampfen auch für diesen Staat) einfach so verurteilt zu werden, hat ihn zerbrochen ...",2020-12-02 19:26:56+00:00,"((0, 219, 'GERMAN', 'de'),)",My father could have moved on - but his disappointment to be just so condemned after soooo many years of good paying the taxes (so also for this state) broke him ...
1110,Sie machen hier Beschimpfungen! Von allem Anderen haben Sie keine Ahnung und sind nur am Nachplaudern ...,2020-12-02 16:40:08+00:00,"((0, 105, 'GERMAN', 'de'),)",You've got no idea about everything else and you're just chatting...
1111,Zivildienstleister sind keine Angehörige der Armee,2020-12-02 16:31:39+00:00,"((0, 51, 'GERMAN', 'de'),)",Civil service providers are not members of the army
1112,Also: Ihren korrekten Namen und Ihre Anschrift bitte:,2020-12-02 16:30:59+00:00,"((0, 53, 'GERMAN', 'de'),)",So: your correct name and address please:
1113,"Mir fehlt immer noch, dass Sie mit offenem Visier hinstehen!",2020-12-02 15:43:38+00:00,"((0, 60, 'GERMAN', 'de'),)",I still don't want you standing there with an open visor!
1114,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:42:27+00:00,"((0, 85, 'GERMAN', 'de'),)",And just now she said it publicly on the occasion of the debate on the business 20.083
1115,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:25:56+00:00,"((0, 85, 'GERMAN', 'de'),)",And just now she said it publicly on the occasion of the debate on the business 20.083
1116,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:25:33+00:00,"((0, 85, 'GERMAN', 'de'),)",And just now she said it publicly on the occasion of the debate on the business 20.083
1117,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:25:19+00:00,"((0, 85, 'GERMAN', 'de'),)",And just now she said it publicly on the occasion of the debate on the business 20.083
1118,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:12:25+00:00,"((0, 85, 'GERMAN', 'de'),)",And just now she said it publicly on the occasion of the debate on the business 20.083
1119,Fragen Sie doch bitte gleich selbst beim VBS:,2020-12-02 15:10:48+00:00,"((0, 45, 'GERMAN', 'de'),)",Please ask yourself at the VBS:
1120,"Weil (typisch links) nicht sein kann, was nicht sein darf ?",2020-12-02 11:52:49+00:00,"((0, 59, 'GERMAN', 'de'),)",Because (typically left) can't be what can't be ?
1121,Von der zuständigen Bundesrätin ...,2020-12-02 10:27:17+00:00,"((0, 37, 'GERMAN', 'de'),)",From the competent Federal Councillor ...
1122,Können Sie Feigling solche strafbaren Verleumdungen auch mit offenem Visier äussern?,2020-12-02 08:57:20+00:00,"((0, 86, 'GERMAN', 'de'),)",Can you even expose cowards to such criminal slander with an open eye?
1123,"Der Drückeberger-Club:
Auf den Aufruf bei der ersten Corona-Welle meldeten sich von 16‘000 angeschriebenen Zivildienstpflichtigen gerade mal 550 zum Dienst ...",2020-12-02 08:55:29+00:00,"((0, 162, 'GERMAN', 'de'),)","The Drückeberger Club: On the call at the first Corona wave, only 550 of 16'000 registered civil servants registered for the service ..."
1124,Dem ist nichts beizufügen!,2020-12-01 11:56:52+00:00,"((0, 27, 'GERMAN', 'de'),)",There's nothing to add to that!
1125,Denk ich an Deutschland in der Nacht ...,2020-12-01 10:09:01+00:00,"((0, 40, 'GERMAN', 'de'),)",I think of Germany at night ...
1126,"Wäre es denkbar, dass das Sozialamt oder die SP Schweiz seine Bussen bezahlen?",2020-11-29 18:10:42+00:00,"((0, 79, 'GERMAN', 'de'),)",Would it be possible for the social services or the SP Switzerland to pay for its buses?
1127,Aber bitte: Nehmen Sie jeden Morgen die Ihnen verschriebenen Medikamente - denn sonst sind Sie echt unerträglich,2020-11-29 17:51:33+00:00,"((0, 113, 'GERMAN', 'de'),)",But please: Take the medications prescribed to you every morning - otherwise you are really unbearable
1128,Aus reiner Höflichkeit antworte ich nicht auf Ihre völlig verfehlte Äusserungen,2020-11-29 17:50:23+00:00,"((0, 82, 'GERMAN', 'de'),)",Out of pure courtesy I do not answer to your completely missed utterances
1129,Leider nicht - sie ändern den Namen - bleiben aber Sozialisten,2020-11-29 17:48:05+00:00,"((0, 63, 'GERMAN', 'de'),)",Unfortunately not - they change the name - but socialists remain
1130,"Um das Ständemehr abzuschaffen, bräuchte es eine Verfassungsänderung - eine solche wiederum bräuchte ein Ständemehr ... unsere Vorfahren waren echt clever!",2020-11-29 17:45:05+00:00,"((0, 160, 'GERMAN', 'de'),)","In order to abolish the status more, it would need a constitutional change - one such in turn would need a status more ... our ancestors were really clever!"
1131,Und ja: Zurzeit stimmen in unserem nationalen Parlament nur Schweizer und gewisse Doppelbürger*innen ab,2020-11-29 17:00:17+00:00,"((0, 104, 'GERMAN', 'de'),)",And yes: At present in our national parliament only Swiss and certain double citizens vote
1132,"Also um es klarzustellen: Nirgends habe ich mich für das Prügeln von Kindern ausgesprochen - aber es ist ja quasi branchenüblich, dass Sie hier die Tatsachen verdrehen ... wenn es nicht bösartig ist, so hat Ihre Sucht wohl doch grösseren Schaden als angenommen angerichtet ...",2020-11-29 16:59:29+00:00,"((0, 281, 'GERMAN', 'de'),)","So let's be clear: I didn't say anything about beating children - but it's kind of industry standard that you're twisting the facts here ... if it's not malicious, your addiction has probably done more damage than expected ..."
1133,"Komisch - und sobald von uns die real existierende häusliche Gewalt durch Ausländer thematisiert wird, schweigen El Arbi und Genossen ...",2020-11-29 16:15:35+00:00,"((0, 139, 'GERMAN', 'de'),)","Strange - and as soon as we address the real domestic violence by foreigners, El Arbi and comrades remain silent ..."
1134,"Wusste ich‘s doch, dass sich Einer findet, der solches Tun rechtfertigt ...",2020-11-29 07:40:12+00:00,"((0, 77, 'GERMAN', 'de'),)",Did I know that there is one who justifies such action ...
1135,"Nein, die Schweizer Bevölkerung akzeptiert diese Missstände stillschweigend ...",2020-11-28 18:42:09+00:00,"((0, 81, 'GERMAN', 'de'),)","No, the Swiss people are tacitly accepting these abuses ..."
1136,Und wieso haben Sie sich dann noch lange danach damit geschmückt? Und erst nach mehrfacher Aufforderung gelöscht?,2020-11-25 12:23:42+00:00,"((0, 115, 'GERMAN', 'de'),)","And then why did you dress up with it long after that, and only deleted after multiple requests?"
1137,Es war ja wohl eher umgekehrt: Die Swisscom konnte sich einen derartigen Mann schlicht nicht mehr leisten (und das ist nicht finanziell gemeint ),2020-11-25 12:20:07+00:00,"((0, 145, 'GERMAN', 'de'),)",It was probably the other way around: Swisscom simply could not afford such a man anymore (and that is not meant financially )
1138,"So, und nun muss ich wieder arbeiten - damit unser Staat Ihren Fanclub durchfüttern kann ...",2020-11-25 12:15:49+00:00,"((0, 93, 'GERMAN', 'de'),)","So, and now I have to work again - so that our state can feed your fan club ..."
1139,"Einfach das Beste, womit Sie sich schmücken konnten ... sogar, als Sie es längst nicht mehr waren",2020-11-25 12:14:51+00:00,"((0, 99, 'GERMAN', 'de'),)",Just the best you could decorate yourself with... even when you were long gone
1140,Und einfach so nebenbei: Ich habe 2 Firmen erfolgreich aufgebaut und verkauft ... die 3. ist in Gründung ...,2020-11-25 12:13:28+00:00,"((0, 109, 'GERMAN', 'de'),)",And just by the way: I have successfully built up and sold 2 companies ... the 3rd is in foundation ...
1141,Deshalb schmückten Sie sich noch lange mit falschen Bezeichnungen à la publizistischer Berater Swisscom,2020-11-25 12:12:26+00:00,"((0, 105, 'GERMAN', 'de'),)",That's why you've been decorating yourself for a long time with false terms à la journalistic consultant Swisscom
1142,Also bis die Kosten Ihrer Sucht bezahlt sind ....,2020-11-25 11:51:10+00:00,"((0, 49, 'GERMAN', 'de'),)",So until the cost of your addiction is paid ....
1143,Unternehmer - selten so gelacht!,2020-11-25 11:37:26+00:00,"((0, 32, 'GERMAN', 'de'),)",Entrepreneur - rarely so laughed!
1144,Kam letzlich richtig teuer für Sie ... aber wahrscheinlich wird für dies auch der Steuerzahler aufkommen müssen ...,2020-11-25 11:27:35+00:00,"((0, 118, 'GERMAN', 'de'),)",It was really expensive for you ... but it is likely that the taxpayer will have to pay for it ...
1145,"Immer leicht reizbar und extrem hasserfüllt, der gute",2020-11-25 11:26:30+00:00,"((0, 54, 'GERMAN', 'de'),)","Always easily irritable and extremely hateful, the good"
1146,Schweigen Sie doch zum Wohle der Schweiz für einmal!,2020-11-25 11:23:16+00:00,"((0, 53, 'GERMAN', 'de'),)",Why don't you shut up for the good of Switzerland for once?
1147,"Selbstverständlich soll Basel, wie auch die ganze Schweiz frei von Nazis sein. Aber also Basel frei von linksextremen „Aktivisten“ wäre auch ein hehres Ziel ...",2020-11-25 07:39:40+00:00,"((0, 166, 'GERMAN', 'de'),)","Of course, Basel, as well as the whole of Switzerland, should be free of Nazis. So Basel is free of left-wing extremists ""Activists"" would also be a noble goal ..."
1148,"Diese Frau kann niemand ernst nehmen - aber sie scheint das Beste zu sein, was die  zu bieten haben ....",2020-11-21 12:32:48+00:00,"((0, 104, 'GERMAN', 'de'),)",No one can take this woman seriously - but she seems to be the best they have to offer ....
1149,"Ja, liebe  Die Schwestern, mit denen Ihr gerade noch Arm in Arm Siege gegen die SVP gefeiert habt, fallen Euch nun in den Rücken. Die werdet Ihr so schnell nicht mehr los! Die SVP hingegen steht Euch trotz allem zuverlässig zur Seite ... denkt mal darüber nach!",2020-11-21 10:17:32+00:00,"((0, 264, 'GERMAN', 'de'),)","Yes, dear The sisters, with whom you have just celebrated arm in arm victories against the SVP, fall now in your back. You will not get rid of them so quickly! The SVP, on the other hand, stands by you reliably in spite of everything ... think about it!"
1150,Skandal um Skandal im Unispital ... natürlich unter Führung eines abgehalfterten Politikers der   - Erinnerungen an das Swissair-Debakel kommen hoch ...,2020-11-17 06:51:21+00:00,"((0, 154, 'GERMAN', 'de'),)",Scandal for scandal in the Unispital ... of course under the leadership of a staggered politician of the - memories of the Swissair debacle come up ...
1151,"Wir verblöden endgültig ...  Jetzt sollen auch noch unsere Schulbücher rassistisch sein … Es ist Zeit, aufzuräumen - aber nicht bei Schulbüchern, sondern bei selbsternannten  Expertinnen!",2020-11-15 10:13:22+00:00,"((0, 194, 'GERMAN', 'de'),)","Now our textbooks are supposed to be racist ... It's time to clean up - but not with schoolbooks, but with self-proclaimed experts!"
1152,Da würde es wohl an Kandidatinnen nicht mangeln ...,2020-11-12 08:03:43+00:00,"((0, 52, 'GERMAN', 'de'),)",I don't think there'd be a shortage of candidates...
1153,Aber Ferien dürften aufgrund der sehr hohen Busse wohl gestrichen sein ...,2020-11-10 20:06:20+00:00,"((0, 75, 'GERMAN', 'de'),)",But holidays should probably be cancelled due to the very high buses ...
1154,Aber Jacky - niemals wird der scheintote Biden gewinnen ...,2020-11-03 13:40:12+00:00,"((0, 59, 'GERMAN', 'de'),)",But Jacky - never will the seeming Biden win...
1155,Und noch vor ein paar Wochen wollten die Gruenen in Wien die Polizei entwaffnen ...,2020-11-03 10:22:45+00:00,"((0, 83, 'GERMAN', 'de'),)","And a few weeks ago, the Gruenen in Vienna wanted to disarm the police ..."
1156,Unglaublich - sogar hier finden Sie noch eine Entschuldigung ...,2020-11-03 10:01:18+00:00,"((0, 64, 'GERMAN', 'de'),)",Incredible - even here you will find an apology ...
